"country","province","date","actual_cases"
"China","anhui",2020-01-25,39
"China","anhui",2020-01-26,60
"China","anhui",2020-01-27,70
"China","anhui",2020-01-28,106
"China","anhui",2020-01-29,152
"China","anhui",2020-01-30,200
"China","anhui",2020-01-31,237
"China","anhui",2020-02-01,297
"China","anhui",2020-02-02,340
"China","anhui",2020-02-03,408
"China","anhui",2020-02-04,480
"China","anhui",2020-02-05,530
"China","anhui",2020-02-06,591
"China","anhui",2020-02-07,665
"China","anhui",2020-02-08,733
"China","anhui",2020-02-09,779
"China","anhui",2020-02-10,830
"China","anhui",2020-02-11,860
"China","anhui",2020-02-12,889
"China","anhui",2020-02-13,910
"China","anhui",2020-02-14,934
"China","anhui",2020-02-15,950
"China","anhui",2020-02-16,962
"China","anhui",2020-02-17,973
"China","anhui",2020-02-18,982
"China","anhui",2020-02-19,986
"China","anhui",2020-02-20,987
"China","anhui",2020-02-21,988
"China","anhui",2020-02-22,989
"China","anhui",2020-02-23,989
"China","anhui",2020-02-24,989
"China","anhui",2020-02-25,989
"China","anhui",2020-02-26,989
"China","anhui",2020-02-27,989
"China","anhui",2020-02-28,990
"China","anhui",2020-02-29,990
"China","anhui",2020-03-01,990
"China","anhui",2020-03-02,990
"China","anhui",2020-03-03,990
"China","anhui",2020-03-04,990
"China","anhui",2020-03-05,990
"China","anhui",2020-03-06,990
"China","anhui",2020-03-07,990
"China","anhui",2020-03-08,990
"China","anhui",2020-03-09,990
"China","anhui",2020-03-10,990
"China","anhui",2020-03-11,990
"China","anhui",2020-03-12,990
"China","anhui",2020-03-13,990
"China","anhui",2020-03-14,990
"China","anhui",2020-03-15,990
"China","anhui",2020-03-16,990
"China","anhui",2020-03-17,990
"China","anhui",2020-03-18,990
"China","anhui",2020-03-19,990
"China","anhui",2020-03-20,990
"China","anhui",2020-03-21,990
"China","anhui",2020-03-22,990
"China","anhui",2020-03-23,990
"China","anhui",2020-03-24,990
"China","anhui",2020-03-25,990
"China","anhui",2020-03-26,990
"China","anhui",2020-03-27,990
"China","anhui",2020-03-28,990
"China","anhui",2020-03-29,990
"China","anhui",2020-03-30,990
"China","anhui",2020-03-31,990
"China","beijing",2020-01-22,14
"China","beijing",2020-01-23,22
"China","beijing",2020-01-24,36
"China","beijing",2020-01-25,41
"China","beijing",2020-01-26,68
"China","beijing",2020-01-27,80
"China","beijing",2020-01-28,91
"China","beijing",2020-01-29,111
"China","beijing",2020-01-30,114
"China","beijing",2020-01-31,139
"China","beijing",2020-02-01,168
"China","beijing",2020-02-02,191
"China","beijing",2020-02-03,212
"China","beijing",2020-02-04,228
"China","beijing",2020-02-05,253
"China","beijing",2020-02-06,274
"China","beijing",2020-02-07,297
"China","beijing",2020-02-08,315
"China","beijing",2020-02-09,326
"China","beijing",2020-02-10,337
"China","beijing",2020-02-11,342
"China","beijing",2020-02-12,352
"China","beijing",2020-02-13,366
"China","beijing",2020-02-14,372
"China","beijing",2020-02-15,375
"China","beijing",2020-02-16,380
"China","beijing",2020-02-17,381
"China","beijing",2020-02-18,387
"China","beijing",2020-02-19,393
"China","beijing",2020-02-20,395
"China","beijing",2020-02-21,396
"China","beijing",2020-02-22,399
"China","beijing",2020-02-23,399
"China","beijing",2020-02-24,399
"China","beijing",2020-02-25,400
"China","beijing",2020-02-26,400
"China","beijing",2020-02-27,410
"China","beijing",2020-02-28,410
"China","beijing",2020-02-29,411
"China","beijing",2020-03-01,413
"China","beijing",2020-03-02,414
"China","beijing",2020-03-03,414
"China","beijing",2020-03-04,418
"China","beijing",2020-03-05,418
"China","beijing",2020-03-06,422
"China","beijing",2020-03-07,426
"China","beijing",2020-03-08,428
"China","beijing",2020-03-09,428
"China","beijing",2020-03-10,429
"China","beijing",2020-03-11,435
"China","beijing",2020-03-12,435
"China","beijing",2020-03-13,436
"China","beijing",2020-03-14,437
"China","beijing",2020-03-15,442
"China","beijing",2020-03-16,452
"China","beijing",2020-03-17,456
"China","beijing",2020-03-18,469
"China","beijing",2020-03-19,480
"China","beijing",2020-03-20,491
"China","beijing",2020-03-21,504
"China","beijing",2020-03-22,522
"China","beijing",2020-03-23,537
"China","beijing",2020-03-24,558
"China","beijing",2020-03-25,561
"China","beijing",2020-03-26,566
"China","beijing",2020-03-27,569
"China","beijing",2020-03-28,573
"China","beijing",2020-03-29,577
"China","beijing",2020-03-30,577
"China","beijing",2020-03-31,580
"China","chongqing",2020-01-22,6
"China","chongqing",2020-01-23,9
"China","chongqing",2020-01-24,27
"China","chongqing",2020-01-25,57
"China","chongqing",2020-01-26,75
"China","chongqing",2020-01-27,110
"China","chongqing",2020-01-28,132
"China","chongqing",2020-01-29,147
"China","chongqing",2020-01-30,182
"China","chongqing",2020-01-31,211
"China","chongqing",2020-02-01,247
"China","chongqing",2020-02-02,300
"China","chongqing",2020-02-03,337
"China","chongqing",2020-02-04,366
"China","chongqing",2020-02-05,389
"China","chongqing",2020-02-06,411
"China","chongqing",2020-02-07,426
"China","chongqing",2020-02-08,428
"China","chongqing",2020-02-09,468
"China","chongqing",2020-02-10,486
"China","chongqing",2020-02-11,505
"China","chongqing",2020-02-12,518
"China","chongqing",2020-02-13,529
"China","chongqing",2020-02-14,537
"China","chongqing",2020-02-15,544
"China","chongqing",2020-02-16,551
"China","chongqing",2020-02-17,553
"China","chongqing",2020-02-18,555
"China","chongqing",2020-02-19,560
"China","chongqing",2020-02-20,567
"China","chongqing",2020-02-21,572
"China","chongqing",2020-02-22,573
"China","chongqing",2020-02-23,575
"China","chongqing",2020-02-24,576
"China","chongqing",2020-02-25,576
"China","chongqing",2020-02-26,576
"China","chongqing",2020-02-27,576
"China","chongqing",2020-02-28,576
"China","chongqing",2020-02-29,576
"China","chongqing",2020-03-01,576
"China","chongqing",2020-03-02,576
"China","chongqing",2020-03-03,576
"China","chongqing",2020-03-04,576
"China","chongqing",2020-03-05,576
"China","chongqing",2020-03-06,576
"China","chongqing",2020-03-07,576
"China","chongqing",2020-03-08,576
"China","chongqing",2020-03-09,576
"China","chongqing",2020-03-10,576
"China","chongqing",2020-03-11,576
"China","chongqing",2020-03-12,576
"China","chongqing",2020-03-13,576
"China","chongqing",2020-03-14,576
"China","chongqing",2020-03-15,576
"China","chongqing",2020-03-16,576
"China","chongqing",2020-03-17,576
"China","chongqing",2020-03-18,576
"China","chongqing",2020-03-19,576
"China","chongqing",2020-03-20,576
"China","chongqing",2020-03-21,576
"China","chongqing",2020-03-22,577
"China","chongqing",2020-03-23,578
"China","chongqing",2020-03-24,578
"China","chongqing",2020-03-25,578
"China","chongqing",2020-03-26,578
"China","chongqing",2020-03-27,578
"China","chongqing",2020-03-28,578
"China","chongqing",2020-03-29,579
"China","chongqing",2020-03-30,579
"China","chongqing",2020-03-31,579
"China","fujian",2020-01-22,1
"China","fujian",2020-01-23,5
"China","fujian",2020-01-24,10
"China","fujian",2020-01-25,18
"China","fujian",2020-01-26,35
"China","fujian",2020-01-27,59
"China","fujian",2020-01-28,80
"China","fujian",2020-01-29,84
"China","fujian",2020-01-30,101
"China","fujian",2020-01-31,120
"China","fujian",2020-02-01,144
"China","fujian",2020-02-02,159
"China","fujian",2020-02-03,179
"China","fujian",2020-02-04,194
"China","fujian",2020-02-05,205
"China","fujian",2020-02-06,215
"China","fujian",2020-02-07,224
"China","fujian",2020-02-08,239
"China","fujian",2020-02-09,250
"China","fujian",2020-02-10,261
"China","fujian",2020-02-11,267
"China","fujian",2020-02-12,272
"China","fujian",2020-02-13,279
"China","fujian",2020-02-14,281
"China","fujian",2020-02-15,285
"China","fujian",2020-02-16,287
"China","fujian",2020-02-17,290
"China","fujian",2020-02-18,292
"China","fujian",2020-02-19,293
"China","fujian",2020-02-20,293
"China","fujian",2020-02-21,293
"China","fujian",2020-02-22,293
"China","fujian",2020-02-23,293
"China","fujian",2020-02-24,293
"China","fujian",2020-02-25,294
"China","fujian",2020-02-26,294
"China","fujian",2020-02-27,296
"China","fujian",2020-02-28,296
"China","fujian",2020-02-29,296
"China","fujian",2020-03-01,296
"China","fujian",2020-03-02,296
"China","fujian",2020-03-03,296
"China","fujian",2020-03-04,296
"China","fujian",2020-03-05,296
"China","fujian",2020-03-06,296
"China","fujian",2020-03-07,296
"China","fujian",2020-03-08,296
"China","fujian",2020-03-09,296
"China","fujian",2020-03-10,296
"China","fujian",2020-03-11,296
"China","fujian",2020-03-12,296
"China","fujian",2020-03-13,296
"China","fujian",2020-03-14,296
"China","fujian",2020-03-15,296
"China","fujian",2020-03-16,296
"China","fujian",2020-03-17,296
"China","fujian",2020-03-18,296
"China","fujian",2020-03-19,296
"China","fujian",2020-03-20,299
"China","fujian",2020-03-21,303
"China","fujian",2020-03-22,313
"China","fujian",2020-03-23,313
"China","fujian",2020-03-24,318
"China","fujian",2020-03-25,322
"China","fujian",2020-03-26,328
"China","fujian",2020-03-27,331
"China","fujian",2020-03-28,337
"China","fujian",2020-03-29,338
"China","fujian",2020-03-30,340
"China","fujian",2020-03-31,343
"China","gansu",2020-01-22,0
"China","gansu",2020-01-23,2
"China","gansu",2020-01-24,2
"China","gansu",2020-01-25,4
"China","gansu",2020-01-26,7
"China","gansu",2020-01-27,14
"China","gansu",2020-01-28,19
"China","gansu",2020-01-29,24
"China","gansu",2020-01-30,26
"China","gansu",2020-01-31,29
"China","gansu",2020-02-01,40
"China","gansu",2020-02-02,51
"China","gansu",2020-02-03,55
"China","gansu",2020-02-04,57
"China","gansu",2020-02-05,62
"China","gansu",2020-02-06,62
"China","gansu",2020-02-07,67
"China","gansu",2020-02-08,79
"China","gansu",2020-02-09,83
"China","gansu",2020-02-10,83
"China","gansu",2020-02-11,86
"China","gansu",2020-02-12,87
"China","gansu",2020-02-13,90
"China","gansu",2020-02-14,90
"China","gansu",2020-02-15,90
"China","gansu",2020-02-16,90
"China","gansu",2020-02-17,91
"China","gansu",2020-02-18,91
"China","gansu",2020-02-19,91
"China","gansu",2020-02-20,91
"China","gansu",2020-02-21,91
"China","gansu",2020-02-22,91
"China","gansu",2020-02-23,91
"China","gansu",2020-02-24,91
"China","gansu",2020-02-25,91
"China","gansu",2020-02-26,91
"China","gansu",2020-02-27,91
"China","gansu",2020-02-28,91
"China","gansu",2020-02-29,91
"China","gansu",2020-03-01,91
"China","gansu",2020-03-02,91
"China","gansu",2020-03-03,91
"China","gansu",2020-03-04,91
"China","gansu",2020-03-05,102
"China","gansu",2020-03-06,119
"China","gansu",2020-03-07,120
"China","gansu",2020-03-08,124
"China","gansu",2020-03-09,124
"China","gansu",2020-03-10,125
"China","gansu",2020-03-11,127
"China","gansu",2020-03-12,127
"China","gansu",2020-03-13,127
"China","gansu",2020-03-14,129
"China","gansu",2020-03-15,133
"China","gansu",2020-03-16,133
"China","gansu",2020-03-17,133
"China","gansu",2020-03-18,133
"China","gansu",2020-03-19,134
"China","gansu",2020-03-20,134
"China","gansu",2020-03-21,134
"China","gansu",2020-03-22,136
"China","gansu",2020-03-23,136
"China","gansu",2020-03-24,136
"China","gansu",2020-03-25,136
"China","gansu",2020-03-26,136
"China","gansu",2020-03-27,136
"China","gansu",2020-03-28,136
"China","gansu",2020-03-29,138
"China","gansu",2020-03-30,138
"China","gansu",2020-03-31,138
"China","guangdong",2020-01-22,26
"China","guangdong",2020-01-23,32
"China","guangdong",2020-01-24,53
"China","guangdong",2020-01-25,78
"China","guangdong",2020-01-26,111
"China","guangdong",2020-01-27,151
"China","guangdong",2020-01-28,207
"China","guangdong",2020-01-29,277
"China","guangdong",2020-01-30,354
"China","guangdong",2020-01-31,436
"China","guangdong",2020-02-01,535
"China","guangdong",2020-02-02,632
"China","guangdong",2020-02-03,725
"China","guangdong",2020-02-04,813
"China","guangdong",2020-02-05,895
"China","guangdong",2020-02-06,970
"China","guangdong",2020-02-07,1034
"China","guangdong",2020-02-08,1095
"China","guangdong",2020-02-09,1131
"China","guangdong",2020-02-10,1159
"China","guangdong",2020-02-11,1177
"China","guangdong",2020-02-12,1219
"China","guangdong",2020-02-13,1241
"China","guangdong",2020-02-14,1261
"China","guangdong",2020-02-15,1294
"China","guangdong",2020-02-16,1316
"China","guangdong",2020-02-17,1322
"China","guangdong",2020-02-18,1328
"China","guangdong",2020-02-19,1331
"China","guangdong",2020-02-20,1332
"China","guangdong",2020-02-21,1333
"China","guangdong",2020-02-22,1339
"China","guangdong",2020-02-23,1342
"China","guangdong",2020-02-24,1345
"China","guangdong",2020-02-25,1347
"China","guangdong",2020-02-26,1347
"China","guangdong",2020-02-27,1347
"China","guangdong",2020-02-28,1348
"China","guangdong",2020-02-29,1349
"China","guangdong",2020-03-01,1349
"China","guangdong",2020-03-02,1350
"China","guangdong",2020-03-03,1350
"China","guangdong",2020-03-04,1350
"China","guangdong",2020-03-05,1351
"China","guangdong",2020-03-06,1352
"China","guangdong",2020-03-07,1352
"China","guangdong",2020-03-08,1352
"China","guangdong",2020-03-09,1352
"China","guangdong",2020-03-10,1353
"China","guangdong",2020-03-11,1356
"China","guangdong",2020-03-12,1356
"China","guangdong",2020-03-13,1356
"China","guangdong",2020-03-14,1356
"China","guangdong",2020-03-15,1360
"China","guangdong",2020-03-16,1361
"China","guangdong",2020-03-17,1364
"China","guangdong",2020-03-18,1370
"China","guangdong",2020-03-19,1378
"China","guangdong",2020-03-20,1395
"China","guangdong",2020-03-21,1400
"China","guangdong",2020-03-22,1413
"China","guangdong",2020-03-23,1415
"China","guangdong",2020-03-24,1428
"China","guangdong",2020-03-25,1433
"China","guangdong",2020-03-26,1448
"China","guangdong",2020-03-27,1456
"China","guangdong",2020-03-28,1467
"China","guangdong",2020-03-29,1475
"China","guangdong",2020-03-30,1484
"China","guangdong",2020-03-31,1494
"China","guangxi",2020-01-22,2
"China","guangxi",2020-01-23,5
"China","guangxi",2020-01-24,23
"China","guangxi",2020-01-25,23
"China","guangxi",2020-01-26,36
"China","guangxi",2020-01-27,46
"China","guangxi",2020-01-28,51
"China","guangxi",2020-01-29,58
"China","guangxi",2020-01-30,78
"China","guangxi",2020-01-31,87
"China","guangxi",2020-02-01,100
"China","guangxi",2020-02-02,111
"China","guangxi",2020-02-03,127
"China","guangxi",2020-02-04,139
"China","guangxi",2020-02-05,150
"China","guangxi",2020-02-06,168
"China","guangxi",2020-02-07,172
"China","guangxi",2020-02-08,183
"China","guangxi",2020-02-09,195
"China","guangxi",2020-02-10,210
"China","guangxi",2020-02-11,215
"China","guangxi",2020-02-12,222
"China","guangxi",2020-02-13,222
"China","guangxi",2020-02-14,226
"China","guangxi",2020-02-15,235
"China","guangxi",2020-02-16,237
"China","guangxi",2020-02-17,238
"China","guangxi",2020-02-18,242
"China","guangxi",2020-02-19,244
"China","guangxi",2020-02-20,245
"China","guangxi",2020-02-21,246
"China","guangxi",2020-02-22,249
"China","guangxi",2020-02-23,249
"China","guangxi",2020-02-24,251
"China","guangxi",2020-02-25,252
"China","guangxi",2020-02-26,252
"China","guangxi",2020-02-27,252
"China","guangxi",2020-02-28,252
"China","guangxi",2020-02-29,252
"China","guangxi",2020-03-01,252
"China","guangxi",2020-03-02,252
"China","guangxi",2020-03-03,252
"China","guangxi",2020-03-04,252
"China","guangxi",2020-03-05,252
"China","guangxi",2020-03-06,252
"China","guangxi",2020-03-07,252
"China","guangxi",2020-03-08,252
"China","guangxi",2020-03-09,252
"China","guangxi",2020-03-10,252
"China","guangxi",2020-03-11,252
"China","guangxi",2020-03-12,252
"China","guangxi",2020-03-13,252
"China","guangxi",2020-03-14,252
"China","guangxi",2020-03-15,252
"China","guangxi",2020-03-16,252
"China","guangxi",2020-03-17,253
"China","guangxi",2020-03-18,253
"China","guangxi",2020-03-19,253
"China","guangxi",2020-03-20,254
"China","guangxi",2020-03-21,254
"China","guangxi",2020-03-22,254
"China","guangxi",2020-03-23,254
"China","guangxi",2020-03-24,254
"China","guangxi",2020-03-25,254
"China","guangxi",2020-03-26,254
"China","guangxi",2020-03-27,254
"China","guangxi",2020-03-28,254
"China","guangxi",2020-03-29,254
"China","guangxi",2020-03-30,254
"China","guangxi",2020-03-31,254
"China","guizhou",2020-01-22,1
"China","guizhou",2020-01-23,3
"China","guizhou",2020-01-24,3
"China","guizhou",2020-01-25,4
"China","guizhou",2020-01-26,5
"China","guizhou",2020-01-27,7
"China","guizhou",2020-01-28,9
"China","guizhou",2020-01-29,9
"China","guizhou",2020-01-30,12
"China","guizhou",2020-01-31,29
"China","guizhou",2020-02-01,29
"China","guizhou",2020-02-02,38
"China","guizhou",2020-02-03,46
"China","guizhou",2020-02-04,58
"China","guizhou",2020-02-05,64
"China","guizhou",2020-02-06,71
"China","guizhou",2020-02-07,81
"China","guizhou",2020-02-08,89
"China","guizhou",2020-02-09,99
"China","guizhou",2020-02-10,109
"China","guizhou",2020-02-11,127
"China","guizhou",2020-02-12,133
"China","guizhou",2020-02-13,135
"China","guizhou",2020-02-14,140
"China","guizhou",2020-02-15,143
"China","guizhou",2020-02-16,144
"China","guizhou",2020-02-17,146
"China","guizhou",2020-02-18,146
"China","guizhou",2020-02-19,146
"China","guizhou",2020-02-20,146
"China","guizhou",2020-02-21,146
"China","guizhou",2020-02-22,146
"China","guizhou",2020-02-23,146
"China","guizhou",2020-02-24,146
"China","guizhou",2020-02-25,146
"China","guizhou",2020-02-26,146
"China","guizhou",2020-02-27,146
"China","guizhou",2020-02-28,146
"China","guizhou",2020-02-29,146
"China","guizhou",2020-03-01,146
"China","guizhou",2020-03-02,146
"China","guizhou",2020-03-03,146
"China","guizhou",2020-03-04,146
"China","guizhou",2020-03-05,146
"China","guizhou",2020-03-06,146
"China","guizhou",2020-03-07,146
"China","guizhou",2020-03-08,146
"China","guizhou",2020-03-09,146
"China","guizhou",2020-03-10,146
"China","guizhou",2020-03-11,146
"China","guizhou",2020-03-12,146
"China","guizhou",2020-03-13,146
"China","guizhou",2020-03-14,146
"China","guizhou",2020-03-15,146
"China","guizhou",2020-03-16,146
"China","guizhou",2020-03-17,147
"China","guizhou",2020-03-18,146
"China","guizhou",2020-03-19,146
"China","guizhou",2020-03-20,146
"China","guizhou",2020-03-21,146
"China","guizhou",2020-03-22,146
"China","guizhou",2020-03-23,146
"China","guizhou",2020-03-24,146
"China","guizhou",2020-03-25,146
"China","guizhou",2020-03-26,146
"China","guizhou",2020-03-27,146
"China","guizhou",2020-03-28,146
"China","guizhou",2020-03-29,146
"China","guizhou",2020-03-30,146
"China","guizhou",2020-03-31,146
"China","hainan",2020-01-22,4
"China","hainan",2020-01-23,5
"China","hainan",2020-01-24,8
"China","hainan",2020-01-25,19
"China","hainan",2020-01-26,22
"China","hainan",2020-01-27,33
"China","hainan",2020-01-28,40
"China","hainan",2020-01-29,43
"China","hainan",2020-01-30,46
"China","hainan",2020-01-31,52
"China","hainan",2020-02-01,62
"China","hainan",2020-02-02,64
"China","hainan",2020-02-03,72
"China","hainan",2020-02-04,80
"China","hainan",2020-02-05,99
"China","hainan",2020-02-06,106
"China","hainan",2020-02-07,117
"China","hainan",2020-02-08,124
"China","hainan",2020-02-09,131
"China","hainan",2020-02-10,138
"China","hainan",2020-02-11,144
"China","hainan",2020-02-12,157
"China","hainan",2020-02-13,157
"China","hainan",2020-02-14,159
"China","hainan",2020-02-15,162
"China","hainan",2020-02-16,162
"China","hainan",2020-02-17,163
"China","hainan",2020-02-18,163
"China","hainan",2020-02-19,168
"China","hainan",2020-02-20,168
"China","hainan",2020-02-21,168
"China","hainan",2020-02-22,168
"China","hainan",2020-02-23,168
"China","hainan",2020-02-24,168
"China","hainan",2020-02-25,168
"China","hainan",2020-02-26,168
"China","hainan",2020-02-27,168
"China","hainan",2020-02-28,168
"China","hainan",2020-02-29,168
"China","hainan",2020-03-01,168
"China","hainan",2020-03-02,168
"China","hainan",2020-03-03,168
"China","hainan",2020-03-04,168
"China","hainan",2020-03-05,168
"China","hainan",2020-03-06,168
"China","hainan",2020-03-07,168
"China","hainan",2020-03-08,168
"China","hainan",2020-03-09,168
"China","hainan",2020-03-10,168
"China","hainan",2020-03-11,168
"China","hainan",2020-03-12,168
"China","hainan",2020-03-13,168
"China","hainan",2020-03-14,168
"China","hainan",2020-03-15,168
"China","hainan",2020-03-16,168
"China","hainan",2020-03-17,168
"China","hainan",2020-03-18,168
"China","hainan",2020-03-19,168
"China","hainan",2020-03-20,168
"China","hainan",2020-03-21,168
"China","hainan",2020-03-22,168
"China","hainan",2020-03-23,168
"China","hainan",2020-03-24,168
"China","hainan",2020-03-25,168
"China","hainan",2020-03-26,168
"China","hainan",2020-03-27,168
"China","hainan",2020-03-28,168
"China","hainan",2020-03-29,168
"China","hainan",2020-03-30,168
"China","hainan",2020-03-31,168
"China","hebei",2020-01-22,1
"China","hebei",2020-01-23,1
"China","hebei",2020-01-24,2
"China","hebei",2020-01-25,8
"China","hebei",2020-01-26,13
"China","hebei",2020-01-27,18
"China","hebei",2020-01-28,33
"China","hebei",2020-01-29,48
"China","hebei",2020-01-30,65
"China","hebei",2020-01-31,82
"China","hebei",2020-02-01,96
"China","hebei",2020-02-02,104
"China","hebei",2020-02-03,113
"China","hebei",2020-02-04,126
"China","hebei",2020-02-05,135
"China","hebei",2020-02-06,157
"China","hebei",2020-02-07,172
"China","hebei",2020-02-08,195
"China","hebei",2020-02-09,206
"China","hebei",2020-02-10,218
"China","hebei",2020-02-11,239
"China","hebei",2020-02-12,251
"China","hebei",2020-02-13,265
"China","hebei",2020-02-14,283
"China","hebei",2020-02-15,291
"China","hebei",2020-02-16,300
"China","hebei",2020-02-17,301
"China","hebei",2020-02-18,306
"China","hebei",2020-02-19,306
"China","hebei",2020-02-20,307
"China","hebei",2020-02-21,308
"China","hebei",2020-02-22,309
"China","hebei",2020-02-23,311
"China","hebei",2020-02-24,311
"China","hebei",2020-02-25,311
"China","hebei",2020-02-26,312
"China","hebei",2020-02-27,317
"China","hebei",2020-02-28,318
"China","hebei",2020-02-29,318
"China","hebei",2020-03-01,318
"China","hebei",2020-03-02,318
"China","hebei",2020-03-03,318
"China","hebei",2020-03-04,318
"China","hebei",2020-03-05,318
"China","hebei",2020-03-06,318
"China","hebei",2020-03-07,318
"China","hebei",2020-03-08,318
"China","hebei",2020-03-09,318
"China","hebei",2020-03-10,318
"China","hebei",2020-03-11,318
"China","hebei",2020-03-12,318
"China","hebei",2020-03-13,318
"China","hebei",2020-03-14,318
"China","hebei",2020-03-15,318
"China","hebei",2020-03-16,318
"China","hebei",2020-03-17,318
"China","hebei",2020-03-18,318
"China","hebei",2020-03-19,318
"China","hebei",2020-03-20,318
"China","hebei",2020-03-21,318
"China","hebei",2020-03-22,319
"China","hebei",2020-03-23,319
"China","hebei",2020-03-24,319
"China","hebei",2020-03-25,319
"China","hebei",2020-03-26,319
"China","hebei",2020-03-27,319
"China","hebei",2020-03-28,319
"China","hebei",2020-03-29,319
"China","hebei",2020-03-30,321
"China","hebei",2020-03-31,321
"China","heilongjiang",2020-01-22,0
"China","heilongjiang",2020-01-23,2
"China","heilongjiang",2020-01-24,4
"China","heilongjiang",2020-01-25,9
"China","heilongjiang",2020-01-26,15
"China","heilongjiang",2020-01-27,21
"China","heilongjiang",2020-01-28,33
"China","heilongjiang",2020-01-29,38
"China","heilongjiang",2020-01-30,44
"China","heilongjiang",2020-01-31,59
"China","heilongjiang",2020-02-01,80
"China","heilongjiang",2020-02-02,95
"China","heilongjiang",2020-02-03,121
"China","heilongjiang",2020-02-04,155
"China","heilongjiang",2020-02-05,190
"China","heilongjiang",2020-02-06,227
"China","heilongjiang",2020-02-07,277
"China","heilongjiang",2020-02-08,295
"China","heilongjiang",2020-02-09,307
"China","heilongjiang",2020-02-10,331
"China","heilongjiang",2020-02-11,360
"China","heilongjiang",2020-02-12,378
"China","heilongjiang",2020-02-13,395
"China","heilongjiang",2020-02-14,419
"China","heilongjiang",2020-02-15,425
"China","heilongjiang",2020-02-16,445
"China","heilongjiang",2020-02-17,457
"China","heilongjiang",2020-02-18,464
"China","heilongjiang",2020-02-19,470
"China","heilongjiang",2020-02-20,476
"China","heilongjiang",2020-02-21,479
"China","heilongjiang",2020-02-22,479
"China","heilongjiang",2020-02-23,480
"China","heilongjiang",2020-02-24,480
"China","heilongjiang",2020-02-25,480
"China","heilongjiang",2020-02-26,480
"China","heilongjiang",2020-02-27,480
"China","heilongjiang",2020-02-28,480
"China","heilongjiang",2020-02-29,480
"China","heilongjiang",2020-03-01,480
"China","heilongjiang",2020-03-02,480
"China","heilongjiang",2020-03-03,480
"China","heilongjiang",2020-03-04,480
"China","heilongjiang",2020-03-05,481
"China","heilongjiang",2020-03-06,481
"China","heilongjiang",2020-03-07,481
"China","heilongjiang",2020-03-08,481
"China","heilongjiang",2020-03-09,481
"China","heilongjiang",2020-03-10,481
"China","heilongjiang",2020-03-11,482
"China","heilongjiang",2020-03-12,482
"China","heilongjiang",2020-03-13,482
"China","heilongjiang",2020-03-14,482
"China","heilongjiang",2020-03-15,482
"China","heilongjiang",2020-03-16,482
"China","heilongjiang",2020-03-17,482
"China","heilongjiang",2020-03-18,482
"China","heilongjiang",2020-03-19,483
"China","heilongjiang",2020-03-20,484
"China","heilongjiang",2020-03-21,484
"China","heilongjiang",2020-03-22,484
"China","heilongjiang",2020-03-23,484
"China","heilongjiang",2020-03-24,484
"China","heilongjiang",2020-03-25,484
"China","heilongjiang",2020-03-26,484
"China","heilongjiang",2020-03-27,484
"China","heilongjiang",2020-03-28,484
"China","heilongjiang",2020-03-29,484
"China","heilongjiang",2020-03-30,484
"China","heilongjiang",2020-03-31,484
"China","henan",2020-01-22,5
"China","henan",2020-01-23,5
"China","henan",2020-01-24,9
"China","henan",2020-01-25,32
"China","henan",2020-01-26,83
"China","henan",2020-01-27,128
"China","henan",2020-01-28,168
"China","henan",2020-01-29,206
"China","henan",2020-01-30,278
"China","henan",2020-01-31,352
"China","henan",2020-02-01,422
"China","henan",2020-02-02,493
"China","henan",2020-02-03,566
"China","henan",2020-02-04,675
"China","henan",2020-02-05,764
"China","henan",2020-02-06,851
"China","henan",2020-02-07,914
"China","henan",2020-02-08,981
"China","henan",2020-02-09,1033
"China","henan",2020-02-10,1073
"China","henan",2020-02-11,1105
"China","henan",2020-02-12,1135
"China","henan",2020-02-13,1169
"China","henan",2020-02-14,1184
"China","henan",2020-02-15,1212
"China","henan",2020-02-16,1231
"China","henan",2020-02-17,1246
"China","henan",2020-02-18,1257
"China","henan",2020-02-19,1262
"China","henan",2020-02-20,1265
"China","henan",2020-02-21,1267
"China","henan",2020-02-22,1270
"China","henan",2020-02-23,1271
"China","henan",2020-02-24,1271
"China","henan",2020-02-25,1271
"China","henan",2020-02-26,1271
"China","henan",2020-02-27,1272
"China","henan",2020-02-28,1272
"China","henan",2020-02-29,1272
"China","henan",2020-03-01,1272
"China","henan",2020-03-02,1272
"China","henan",2020-03-03,1272
"China","henan",2020-03-04,1272
"China","henan",2020-03-05,1272
"China","henan",2020-03-06,1272
"China","henan",2020-03-07,1272
"China","henan",2020-03-08,1272
"China","henan",2020-03-09,1272
"China","henan",2020-03-10,1272
"China","henan",2020-03-11,1273
"China","henan",2020-03-12,1273
"China","henan",2020-03-13,1273
"China","henan",2020-03-14,1273
"China","henan",2020-03-15,1273
"China","henan",2020-03-16,1273
"China","henan",2020-03-17,1273
"China","henan",2020-03-18,1273
"China","henan",2020-03-19,1273
"China","henan",2020-03-20,1273
"China","henan",2020-03-21,1273
"China","henan",2020-03-22,1274
"China","henan",2020-03-23,1274
"China","henan",2020-03-24,1274
"China","henan",2020-03-25,1274
"China","henan",2020-03-26,1275
"China","henan",2020-03-27,1275
"China","henan",2020-03-28,1275
"China","henan",2020-03-29,1276
"China","henan",2020-03-30,1276
"China","henan",2020-03-31,1276
"China","hong kong",2020-01-22,0
"China","hong kong",2020-01-23,2
"China","hong kong",2020-01-24,2
"China","hong kong",2020-01-25,5
